PSOTIVOS: 
(('남북', 'NNG'), 2998)  Dos coreas
(('경선', 'NNG'), 2)
(('시정', 'NNG'), 2)
(('복귀', 'NNG'), 2)
(('2013', 'NR'), 2)
(('저서', 'NNG'), 2)
(('노년', 'NNG'), 2)
(('중년', 'NNG'), 2)
(('차후', 'NNG'), 2)
(('독일식', 'NNG'), 2)
(('벙어리', 'NNG'), 2)
(('근태', 'NNG'), 2)
(('창출', 'NNG'), 2)
(('노르웨이', 'NNG'), 2)
(('연어', 'NNG'), 2)
(('시세', 'NNG'), 2)
(('대문짝', 'NNG'), 2)
(('신화사', 'NNG'), 2)
(('사우스', 'NNG'), 2)
(('차이나', 'NNG'), 2)
(('전대', 'NNG'), 2)
(('투옥', 'NNG'), 2)
(('실정', 'NNG'), 2)
(('깃', 'NNG'), 2)
(('사죄', 'NNG'), 2)
(('여념', 'NNG'), 2)
(('처사', 'NNG'), 2)
(('역사책', 'NNG'), 2)
(('수사', 'NNG'), 2)
(('피론', 'NNG'), 2)
(('성공리', 'NNG'), 2)
(('실향', 'NNG'), 2)
(('초가', 'NNG'), 2)
(('아바이', 'NNG'), 2)
(('데이트', 'NNG'), 2)
(('코스', 'NNG'), 2)
(('속초시', 'NNP'), 2)
(('멋', 'NNG'), 2)
(('화기', 'NNG'), 2)
(('어색', 'NNG'), 2)
(('교수', 'NNG'), 2)
(('조급증', 'NNG'), 2)
(('현대사', 'NNG'), 2)
(('몽니', 'NNG'), 2)
(('동부', 'NNG'), 2)
(('4.26', 'NR'), 2)
(('감안', 'NNG'), 2)
(('시차', 'NNG'), 2)
(('촌', 'NNG'), 2)
(('메이저', 'NNG'), 2)
(('동맹', 'NNG'), 2)
(('히틀러', 'NNG'), 2)
(('파시즘', 'NNG'), 2)
(('유대인', 'NNG'), 2)
(('남북한', 'NNG'), 2)
(('즘', 'NNG'), 2)
(('방랑자', 'NNG'), 2)
(('사리', 'NNG'), 2)
(('친교', 'NNG'), 2)
(('좌석', 'NNG'), 2)
(('양보', 'NNG'), 2)
(('술잔', 'NNG'), 2)
(('평균', 'NNG'), 2)
(('자가', 'NNG'), 2)
(('연계', 'NNG'), 2)
(('아폴로', 'NNG'), 2)
(('착륙', 'NNG'), 2)
(('한국어', 'NNG'), 2)
(('검색', 'NNG'), 2)
(('햇빛', 'NNG'), 2)
(('서로', 'NNG'), 2)
(('개인적', 'NNG'), 2)
(('쉬', 'NNG'), 2)
(('유리', 'NNG'), 2)
(('진선미', 'NNG'), 2)
(('대선', 'NNG'), 2)
(('결론', 'NNG'), 2)
(('수색', 'NNG'), 2)
(('비서실장', 'NNG'), 2)
(('승', 'NNG'), 2)
(('폐', 'NNG'), 2)
(('쇠', 'NNG'), 2)
(('파탄', 'NNG'), 2)
(('초당', 'NNG'), 2)
(('세요', 'NNP'), 2)
(('삶', 'NNG'), 2)
(('휴전선', 'NNG'), 2)
(('상식', 'NNG'), 2)
(('작태', 'NNG'), 2)
(('이하', 'NNG'), 2)
(('풍', 'NNG'), 2)
(('협박', 'NNG'), 2)
(('태도', 'NNG'), 2)
(('청소년', 'NNG'), 2)
(('박살', 'NNG'), 2)
(('보장', 'NNG'), 2)
(('방안', 'NNG'), 2)
(('마련', 'NNG'), 2)
(('진전', 'NNG'), 2)
(('비씨', 'NNG'), 2)
(('진영', 'NNG'), 2)
(('무지개', 'NNG'), 2)
(('치유', 'NNG'), 2)
(('배짱', 'NNG'), 2)
(('심장', 'NNG'), 2)
(('수술', 'NNG'), 2)
(('보시', 'NNG'), 2)
(('단식', 'NNG'), 2)
(('개지랄', 'NNG'), 2)
(('탓', 'NNG'), 2)
(('철', 'NNG'), 2)
(('사흘', 'NNG'), 2)
(('대교', 'NNG'), 2)
(('매일', 'NNG'), 2)
(('목숨', 'NNG'), 2)
(('희생', 'NNG'), 2)
(('716', 'NR'), 2)
(('심각', 'NNG'), 2)
(('팝송', 'NNG'), 2)
(('중인', 'NNG'), 2)
(('수용소', 'NNG'), 2)
(('현직', 'NNG'), 2)
(('힐난', 'NNG'), 2)
(('테', 'NNG'), 2)
(('멘트', 'NNG'), 2)
(('해석', 'NNG'), 2)
(('기생충', 'NNG'), 2)
(('준대로', 'NNG'), 2)
(('발표문', 'NNG'), 2)
(('자랑', 'NNG'), 2)
(('햇볕', 'NNG'), 2)
(('39.7', 'NR'), 2)
(('헤럴드', 'NNG'), 2)
(('조현', 'NNG'), 2)
(('숙의', 'NNG'), 2)
(('삼성전자', 'NNG'), 2)
(('액면', 'NNG'), 2)
(('분할', 'NNG'), 2)
(('1004', 'NR'), 2)
(('죄', 'NNG'), 2)
(('위기', 'NNG'), 2)
(('리', 'NNB'), 2)
(('신아', 'NNG'), 2)
(('저기', 'NP'), 2)
(('영감', 'NNG'), 2)
(('톱뉴스', 'NNG'), 2)
(('명진', 'NNP'), 2)
(('뒷받침', 'NNG'), 2)
(('의문', 'NNG'), 2)
(('활동', 'NNG'), 2)
(('놀이', 'NNG'), 2)
(('마당', 'NNG'), 2)
(('초치', 'NNG'), 2)
(('견', 'NNG'), 2)
(('통일로', 'NNG'), 2)
(('6.15', 'NR'), 2)
(('정신병', 'NNG'), 2)
(('큐', 'NNG'), 2)
(('신경', 'NNG'), 2)
(('댕댕이', 'NNG'), 2)
(('행위', 'NNG'), 2)
(('중지', 'NNG'), 2)
(('수역', 'NNG'), 2)
(('군축', 'NNG'), 2)
(('게시', 'NNG'), 2)
(('창동', 'NNP'), 2)
(('거기', 'NP'), 2)
(('친척', 'NNG'), 2)
(('03', 'NR'), 2)
(('나이', 'NNG'), 2)
(('공로자', 'NNG'), 2)
(('부장', 'NNG'), 2)
(('임신', 'NNG'), 2)
(('도둑놈', 'NNG'), 2)
(('집들이', 'NNG'), 2)
(('북새통', 'NNG'), 2)
(('탁자', 'NNG'), 2)
(('북한산', 'NNP'), 2)
(('어간', 'NNG'), 2)
(('부에', 'NNG'), 2)
(('화답', 'NNG'), 2)
(('청와', 'NNG'), 2)
(('행정', 'NNG'), 2)
(('원조', 'NNG'), 2)
(('특별시', 'NNG'), 2)
(('태조', 'NNG'), 2)
(('이성계', 'NNG'), 2)
(('전호', 'NNG'), 2)
(('1968', 'NR'), 2)
(('년생', 'NNB'), 2)
(('미혼', 'NNG'), 2)
(('회장', 'NNG'), 2)
(('솔', 'NNG'), 2)
(('교정', 'NNG'), 2)
(('법무부', 'NNG'), 2)
(('인파', 'NNG'), 2)
(('이종', 'NNG'), 2)
(('51', 'NR'), 2)
(('경의선', 'NNG'), 2)
(('91', 'NR'), 2)
(('지에', 'NNG'), 2)
(('시안', 'NNP'), 2)
(('논조', 'NNG'), 2)
(('운전자', 'NNG'), 2)
(('나비', 'NNG'), 2)
(('압박', 'NNG'), 2)
(('투어', 'NNG'), 2)
(('왜곡', 'NNG'), 2)
(('무', 'NNM'), 2)
(('행운', 'NNG'), 2)
(('참고', 'NNG'), 2)
(('연임', 'NNG'), 2)
(('후유증', 'NNG'), 2)
(('말자', 'NNG'), 2)
(('종이', 'NNG'), 2)
(('헌법', 'NNG'), 2)
(('불가침', 'NNG'), 2)
(('정쟁', 'NNG'), 2)
(('위반', 'NNG'), 2)
(('해당', 'NNG'), 2)
(('청원', 'NNG'), 2)
(('서해', 'NNG'), 2)
(('화약고', 'NNG'), 2)
(('정동', 'NNP'), 2)
(('하인드', 'NNG'), 2)
(('심혈', 'NNG'), 2)
(('국기', 'NNG'), 2)
(('입맛', 'NNG'), 2)
(('광주', 'NNG'), 2)
(('등록', 'NNG'), 2)
(('360', 'NR'), 2)
(('프레스', 'NNG'), 2)
(('센터', 'NNG'), 2)
(('쪽', 'NNG'), 2)
(('바리', 'NNG'), 2)
(('매국노', 'NNG'), 2)
(('분야', 'NNG'), 2)
(('도쿄', 'NNP'), 2)
(('25', 'NR'), 2)
(('마디', 'NNG'), 2)
(('식당', 'NNG'), 2)
(('외교관', 'NNG'), 2)
(('링', 'NNG'), 2)
(('요즘', 'NNG'), 2)
(('하면', 'NNP'), 2)
(('복구', 'NNG'), 2)
(('수록', 'NNG'), 2)
(('소주', 'NNG'), 2)
(('잔', 'NNG'), 2)
(('보스', 'NNG'), 2)
(('행동', 'NNG'), 2)
(('재명', 'NNG'), 2)
(('핵무기', 'NNG'), 2)
(('플러스', 'NNG'), 2)
(('화동', 'NNP'), 2)
(('사연', 'NNG'), 2)
(('해피엔딩', 'NNG'), 2)
(('예고편', 'NNG'), 2)
(('러브', 'NNG'), 2)
(('스토리', 'NNG'), 2)
(('기준', 'NNG'), 2)
(('등산', 'NNG'), 2)
(('분단국가', 'NNG'), 2)
(('식이', 'NNG'), 2)
(('카메라', 'NNG'), 2)
(('페미니즘', 'NNG'), 2)
(('항', 'NNG'), 2)
(('기관지', 'NNG'), 2)
(('틈', 'NNG'), 2)
(('침', 'NNG'), 2)
(('메', 'NNG'), 2)
(('보영', 'NNG'), 2)
(('경북', 'NNP'), 2)
(('도지사', 'NNG'), 2)
(('출마', 'NNG'), 2)
(('중기', 'NNG'), 2)
(('경수', 'NNG'), 2)
(('우리당', 'NNG'), 2)
(('바닥', 'NNG'), 2)
(('민심', 'NNG'), 2)
(('내외신', 'NNG'), 2)
(('동시', 'NNG'), 2)
(('주변', 'NNG'), 2)
(('정성', 'NNG'), 2)
(('부합', 'NNG'), 2)
(('단죄', 'NNG'), 2)
(('회담장', 'NNG'), 2)
(('중립', 'NNG'), 2)
(('등등', 'NNB'), 2)
(('군사적', 'NNG'), 2)
(('완화', 'NNG'), 2)
(('핫라인', 'NNG'), 2)
(('분당', 'NNG'), 2)
(('청래', 'NNG'), 2)
(('타', 'NNG'), 2)
(('드라마', 'NNG'), 2)
(('겨레', 'NNG'), 2)
(('명단', 'NNG'), 2)
(('가면', 'NNG'), 2)
(('열', 'NNG'), 2)
(('의전', 'NNG'), 2)
(('탈북자', 'NNG'), 2)
(('입', 'NNG'), 2)
(('용필', 'NNG'), 2)
(('나의', 'NNG'), 2)
(('고위급', 'NNG'), 2)
(('수상', 'NNG'), 2)
(('이북', 'NNG'), 2)
(('네이트', 'NNG'), 2)
(('평양가', 'NNG'), 2)
(('매국', 'NNG'), 2)
(('마나', 'NNG'), 2)
(('어른', 'NNG'), 2)
(('비교', 'NNG'), 2)
(('일의', 'NNG'), 2)
(('옥', 'NNG'), 2)
(('코멘트', 'NNG'), 2)
(('포옹', 'NNG'), 2)
(('체제', 'NNG'), 2)
(('칭송', 'NNG'), 2)
(('월드컵', 'NNG'), 2)
(('당명', 'NNG'), 2)
(('약간', 'NNG'), 2)
(('황', 'NNG'), 2)
(('김일성', 'NNG'), 2)
(('노예', 'NNG'), 2)
(('치하', 'NNG'), 2)
(('도배', 'NNG'), 2)
(('단결', 'NNG'), 2)
(('대접', 'NNG'), 2)
(('대치', 'NNG'), 2)
(('전교조', 'NNG'), 2)
(('82', 'NR'), 2)
(('교차', 'NNG'), 2)
(('질문', 'NNG'), 2)
(('파격적', 'NNG'), 2)
(('대신', 'NNP'), 2)
(('야', 'NNB'), 2)
(('못가', 'NNG'), 2)
(('떡', 'NNG'), 2)
(('염병', 'NNG'), 2)
(('해대', 'NNG'), 2)
(('총선', 'NNG'), 2)
(('이자', 'NNG'), 2)
(('디자인', 'NNG'), 2)
(('전자', 'NNG'), 2)
(('시멘트', 'NNG'), 2)
(('저것', 'NP'), 2)
(('노무', 'NNG'), 2)
(('공표', 'NNG'), 2)
(('78', 'NR'), 2)
(('석의', 'NNG'), 2)
(('예측', 'NNG'), 2)
(('갑', 'NNG'), 2)
(('공원', 'NNG'), 2)
(('산책', 'NNG'), 2)
(('다행', 'NNG'), 2)
(('지척', 'NNG'), 2)
(('단', 'NNG'), 2)
(('심도', 'NNG'), 2)
(('판단', 'NNG'), 2)
(('광복', 'NNG'), 2)
(('작성', 'NNG'), 2)
(('33', 'NR'), 2)
(('폐쇄', 'NNG'), 2)
(('예술제', 'NNG'), 2)
(('절차', 'NNG'), 2)
(('계획', 'NNG'), 2)
(('보세', 'NNG'), 2)
(('일치', 'NNG'), 2)
(('폭', 'NNG'), 2)
(('말로', 'NNG'), 2)
(('민중', 'NNG'), 2)
(('수행', 'NNG'), 2)
(('고통', 'NNG'), 2)
(('동양', 'NNP'), 2)
(('평', 'NNM'), 2)
(('편성', 'NNG'), 2)
(('일자', 'NNG'), 2)
(('피로도', 'NNG'), 2)
(('증명', 'NNG'), 2)
(('몸', 'NNG'), 2)
(('관점', 'NNG'), 2)
(('머리', 'NNG'), 2)
(('부부', 'NNG'), 2)
(('인형', 'NNG'), 2)
(('이래', 'NNG'), 2)
(('주진', 'NNG'), 2)
(('즈음', 'NNG'), 2)
(('얼굴', 'NNG'), 2)
(('불금', 'NNG'), 2)
(('계정', 'NNG'), 2)
(('함', 'NNG'), 2)
(('흥', 'NNG'), 2)
(('역대', 'NNG'), 2)
(('구절', 'NNG'), 2)
(('예의', 'NNG'), 2)
(('부도덕', 'NNG'), 2)
(('부패', 'NNG'), 2)
(('청산', 'NNG'), 2)
(('위치', 'NNG'), 2)
(('39', 'NR'), 2)
(('아빠', 'NNG'), 2)
(('혈육', 'NNG'), 2)
(('마이크', 'NNG'), 2)
(('손짓', 'NNG'), 2)
(('창원', 'NNG'), 2)
(('채팅', 'NNG'), 2)
(('탄핵', 'NNG'), 2)
(('공산당', 'NNG'), 2)
(('선전', 'NNG'), 2)
(('추방', 'NNG'), 2)
(('후회', 'NNG'), 2)
(('착각', 'NNG'), 2)
(('열쇠', 'NNG'), 2)
(('파주시', 'NNP'), 2)
(('선수', 'NNG'), 2)
(('차례', 'NNG'), 2)
(('볼', 'NNG'), 2)
(('세계적', 'NNG'), 2)
(('성', 'NNG'), 2)
(('편안', 'NNG'), 2)
(('주심', 'NNG'), 2)
(('운송', 'NNG'), 2)
(('관', 'NNG'), 2)
(('순수', 'NNG'), 2)
(('고명', 'NNG'), 2)
(('내부', 'NNG'), 2)
(('안산', 'NNG'), 2)
(('마찬가지', 'NNG'), 2)
(('이산', 'NNG'), 2)
(('수가', 'NNG'), 2)
(('수구', 'NNG'), 2)
(('방식', 'NNG'), 2)
(('하심', 'NNG'), 2)
(('종교', 'NNG'), 2)
(('이로', 'NNP'), 2)
(('숙제', 'NNG'), 2)
(('점', 'NNG'), 2)
(('과소평가', 'NNG'), 2)
(('가르침', 'NNG'), 2)
(('화해', 'NNG'), 2)
(('필수', 'NNG'), 2)
(('변', 'NNG'), 2)
(('눈빛', 'NNG'), 2)
(('인생', 'NNG'), 2)
(('존중', 'NNG'), 2)
(('정확', 'NNG'), 2)
(('후원금', 'NNG'), 2)
(('재원', 'NNG'), 2)
(('98', 'NR'), 2)
(('31', 'NR'), 2)
(('군수', 'NNG'), 2)
(('주가', 'NNG'), 2)
(('102', 'NR'), 2)
(('억', 'NR'), 2)
(('특수', 'NNG'), 2)
(('적극적', 'NNG'), 2)
(('취임', 'NNG'), 2)
(('긍정', 'NNG'), 2)
(('언행', 'NNG'), 2)
(('비하', 'NNG'), 2)
(('재구성', 'NNG'), 2)
(('문배주', 'NNG'), 2)
(('즉석', 'NNG'), 2)
(('사례', 'NNG'), 2)
(('새소리', 'NNG'), 2)
(('보디가드', 'NNG'), 2)
(('광명', 'NNG'), 2)
(('소나무', 'NNG'), 2)
(('08', 'NR'), 2)
(('의혹', 'NNG'), 2)
(('절', 'NNG'), 2)
(('타이밍', 'NNG'), 2)
(('출석', 'NNG'), 2)
(('포털', 'NNG'), 2)
(('블렌딩', 'NNG'), 2)
(('할인', 'NNG'), 2)
(('선동', 'NNP'), 2)
(('검사', 'NNG'), 2)
(('이놈', 'NP'), 2)
(('배지', 'NNG'), 2)
(('꼭지', 'NNB'), 2)
(('언제', 'NP'), 2)
(('감독', 'NNG'), 2)
(('신속', 'NNG'), 2)
(('철저', 'NNG'), 2)
(('35', 'NR'), 2)
(('품', 'NNG'), 2)
(('다정', 'NNG'), 2)
(('메이커', 'NNG'), 2)
(('자기', 'NNG'), 2)
(('기반', 'NNG'), 2)
(('모양', 'NNG'), 2)
(('완성', 'NNG'), 2)
(('조약', 'NNG'), 2)
(('눈치', 'NNG'), 2)
(('지지도', 'NNG'), 2)
(('기적적', 'NNG'), 2)
(('고립', 'NNG'), 2)
(('하세', 'NNG'), 2)
(('심리', 'NNG'), 2)
(('이모', 'NNG'), 2)
(('담배', 'NNG'), 2)
(('17', 'NR'), 2)
(('이주', 'NNG'), 2)
(('비열', 'NNG'), 2)
(('보약', 'NNG'), 2)
(('연도', 'NNG'), 2)
(('풍경', 'NNG'), 2)
(('구별', 'NNG'), 2)
(('납득', 'NNG'), 2)
(('유력', 'NNG'), 2)
(('거대', 'NNG'), 2)
(('숫자', 'NNG'), 2)
(('손세', 'NNG'), 2)
(('진단', 'NNG'), 2)
(('방명록', 'NNG'), 2)
(('환경', 'NNG'), 2)
(('호응', 'NNG'), 2)
(('종선', 'NNG'), 2)
(('시내', 'NNG'), 2)
(('통해', 'NNG'), 2)
(('참교육', 'NNG'), 2)
(('오픈카', 'NNG'), 2)
(('조희', 'NNG'), 2)
(('봄날', 'NNG'), 2)
(('영찬', 'NNG'), 2)
(('미안', 'NNG'), 2)
(('구역', 'NNG'), 2)
(('묵', 'NNG'), 2)
(('폄훼', 'NNG'), 2)
(('불리', 'NNG'), 2)
(('개소리', 'NNG'), 2)
(('차이', 'NNG'), 2)
(('하나님', 'NNG'), 2)
(('이외', 'NNG'), 2)
(('염치', 'NNG'), 2)
(('족속', 'NNG'), 2)
(('휴식', 'NNG'), 2)
(('노고', 'NNG'), 2)
(('세무', 'NNG'), 2)
(('주소', 'NNG'), 2)
(('프로필', 'NNG'), 2)
(('짓거리', 'NNG'), 2)
(('강릉', 'NNP'), 2)
(('제진', 'NNG'), 2)
(('나간', 'NNG'), 2)
(('예전', 'NNG'), 2)
(('노골적', 'NNG'), 2)
(('룰', 'NNG'), 2)
(('험담', 'NNG'), 2)
(('설레발', 'NNG'), 2)
(('모멘트', 'NNG'), 2)
(('망국', 'NNG'), 2)
(('공신록', 'NNG'), 2)
(('만큼', 'NNG'), 2)
(('양측', 'NNG'), 2)
(('정통', 'NNG'), 2)
(('경험', 'NNG'), 2)
(('오래전', 'NNG'), 2)
(('명문화', 'NNG'), 2)
(('19', 'NR'), 2)
(('심의', 'NNG'), 2)
(('조력자', 'NNG'), 2)
(('캐나다', 'NNG'), 2)
(('신세계', 'NNG'), 2)
(('꺼', 'NNG'), 2)
(('소통', 'NNG'), 2)
(('거랑', 'NNG'), 2)
(('양말', 'NNG'), 2)
(('안녕', 'NNG'), 2)
(('사용', 'NNG'), 2)
(('재앙', 'NNG'), 2)
(('성남', 'NNG'), 2)
(('심사', 'NNG'), 2)
(('속임수', 'NNG'), 2)
(('716.503', 'NR'), 2)
(('보', 'NNG'), 2)
(('집권', 'NNG'), 2)
(('글러브', 'NNG'), 2)
(('아리', 'NNG'), 2)
(('국민적', 'NNG'), 2)
(('침묵', 'NNG'), 2)
(('폼', 'NNG'), 2)
(('천상', 'NNG'), 2)
(('만도', 'NNG'), 2)
(('ㅈ', 'NNG'), 2)
(('파리', 'NNG'), 2)
(('캠페인', 'NNG'), 2)
(('고문', 'NNG'), 2)
(('방송국', 'NNG'), 2)
(('대외', 'NNG'), 2)
(('예술', 'NNG'), 2)
(('속내', 'NNG'), 2)
(('파가', 'NNG'), 2)
(('악재', 'NNG'), 2)
(('유일', 'NNG'), 2)
(('내각', 'NNG'), 2)
(('생활', 'NNG'), 2)
(('신호', 'NNG'), 2)
(('맨', 'NNG'), 2)
(('반복', 'NNG'), 2)
(('답변', 'NNG'), 2)
(('난', 'NNG'), 2)
(('바통', 'NNG'), 2)
(('애견', 'NNG'), 2)
(('흥분', 'NNG'), 2)
(('아세안', 'NNG'), 2)
(('워크숍', 'NNG'), 2)
(('투', 'NNG'), 2)
(('경제특구', 'NNG'), 2)
(('초석', 'NNG'), 2)
(('티비', 'NNG'), 2)
(('박사', 'NNG'), 2)
(('한몫', 'NNG'), 2)
(('명시', 'NNG'), 2)
(('존재', 'NNG'), 2)
(('법', 'NNG'), 2)
(('시기', 'NNG'), 2)
(('꼴', 'NNG'), 2)
(('바른', 'NNP'), 2)
(('07', 'NR'), 2)
(('날씨', 'NNG'), 2)
(('공기', 'NNG'), 2)
(('청정기', 'NNG'), 2)
(('근황', 'NNG'), 2)
(('여과', 'NNG'), 2)
(('획득', 'NNG'), 2)
(('자주', 'NNG'), 2)
(('위상', 'NNG'), 2)
(('목표', 'NNG'), 2)
(('톤', 'NNG'), 2)
(('근심', 'NNG'), 2)
(('석', 'NNM'), 2)
(('조', 'NR'), 2)
(('국내', 'NNG'), 2)
(('부류', 'NNG'), 2)
(('스트리트', 'NNG'), 2)
(('링크', 'NNG'), 2)
(('크롬', 'NNG'), 2)
(('기술', 'NNG'), 2)
(('토크', 'NNG'), 2)
(('읍', 'NNG'), 2)
(('실무자', 'NNG'), 2)
(('참', 'NNG'), 2)
(('알바', 'NNG'), 2)
(('바보', 'NNG'), 2)
(('들', 'NNG'), 2)
(('위협', 'NNG'), 2)
(('동네방네', 'NNG'), 2)
(('육아', 'NNG'), 2)
(('국토', 'NNG'), 2)
(('기차표', 'NNG'), 2)
(('불평', 'NNG'), 2)
(('눈꼽', 'NNG'), 2)
(('치도', 'NNG'), 2)
(('탄생', 'NNG'), 2)
(('패러디', 'NNG'), 2)
(('이상설', 'NNG'), 2)
(('열망', 'NNG'), 2)
(('50', 'NR'), 2)
(('폭풍', 'NNG'), 2)
(('제목', 'NNG'), 2)
(('대로', 'NNB'), 2)
(('휴가', 'NNG'), 2)
(('홍우', 'NNG'), 2)
(('초콜릿', 'NNG'), 2)
(('연구소', 'NNG'), 1)
(('학점', 'NNG'), 1)
(('전제', 'NNG'), 1)
(('동결', 'NNG'), 1)
(('광대', 'NNG'), 1)
(('억지', 'NNG'), 1)
(('자긍심', 'NNG'), 1)
(('도인', 'NNG'), 1)
(('진실', 'NNG'), 1)
(('인재', 'NNG'), 1)
(('응시', 'NNG'), 1)
(('법사', 'NNG'), 1)
(('취업', 'NNG'), 1)
(('망고', 'NNG'), 1)
(('무스', 'NNG'), 1)
(('진위', 'NNG'), 1)
(('정보원', 'NNG'), 1)
(('개입', 'NNG'), 1)
(('특위', 'NNG'), 1)
(('사퇴', 'NNG'), 1)
(('식민지', 'NNG'), 1)
(('투표소', 'NNG'), 1)
(('개표', 'NNG'), 1)
(('567', 'NR'), 1)
(('악평', 'NNG'), 1)
(('압수', 'NNG'), 1)
(('낙전', 'NNG'), 1)
(('81', 'NR'), 1)
(('평의', 'NNG'), 1)
(('5.18', 'NR'), 1)
(('호남', 'NNG'), 1)
(('배신', 'NNG'), 1)
(('수레', 'NNG'), 1)
(('달나라', 'NNG'), 1)
(('정계', 'NNG'), 1)
(('은퇴', 'NNG'), 1)
(('애국', 'NNG'), 1)
(('180', 'NR'), 1)
(('절한', 'NNG'), 1)
(('분탕질', 'NNG'), 1)
(('포성', 'NNG'), 1)
(('북녘', 'NNG'), 1)
(('오뉴월', 'NNG'), 1)
(('미친개', 'NNG'), 1)
(('거품', 'NNG'), 1)
(('발광', 'NNG'), 1)
(('노출', 'NNG'), 1)
(('폐해', 'NNG'), 1)
(('공중파', 'NNG'), 1)
(('안경', 'NNG'), 1)
(('납북', 'NNG'), 1)
(('확립', 'NNG'), 1)
(('역성', 'NNG'), 1)
(('확보', 'NNG'), 1)
(('일석', 'NNG'), 1)
(('통수', 'NNG'), 1)
(('무력', 'NNG'), 1)
(('음색', 'NNG'), 1)
(('융합', 'NNG'), 1)
(('야한', 'NNG'), 1)
(('달래', 'NNG'), 1)
(('테이블', 'NNG'), 1)
(('기사지', 'NNG'), 1)
(('운명', 'NNG'), 1)
(('회도', 'NNG'), 1)
(('판권', 'NNG'), 1)
(('433', 'NR'), 1)
(('추위', 'NNG'), 1)
(('꽃나무', 'NNG'), 1)
(('그루', 'NNM'), 1)
(('이리', 'NNG'), 1)
(('나위', 'NNB'), 1)
(('게다', 'NNG'), 1)
(('상공', 'NNG'), 1)
(('헬기', 'NNG'), 1)
(('운항', 'NNG'), 1)
(('리허설', 'NNG'), 1)
(('갱', 'NNG'), 1)
(('기라', 'NNG'), 1)
(('초저녁', 'NNG'), 1)
(('순국', 'NNG'), 1)
(('선열', 'NNG'), 1)
(('주의', 'NNG'), 1)
(('깨', 'NNG'), 1)
(('황소', 'NNG'), 1)
(('복습', 'NNG'), 1)
(('희열', 'NNG'), 1)
(('명함', 'NNG'), 1)
(('아씨', 'NNG'), 1)
(('사라지', 'NNG'), 1)
(('503', 'NR'), 1)
(('회가', 'NNG'), 1)
(('회', 'NNG'), 1)
(('제도', 'NNG'), 1)
(('사안', 'NNG'), 1)
(('휴먼', 'NNP'), 1)
(('라이츠', 'NNG'), 1)
(('재방송', 'NNG'), 1)
(('난망', 'NNG'), 1)
(('외면', 'NNG'), 1)
(('억류', 'NNG'), 1)
(('정치범', 'NNG'), 1)
(('22', 'NR'), 1)
(('이상은', 'NNG'), 1)
(('후장', 'NNG'), 1)
(('언니', 'NNG'), 1)
(('보컬', 'NNG'), 1)
(('라이', 'NNG'), 1)
(('인연', 'NNG'), 1)
(('서정', 'NNG'), 1)
(('본능적', 'NNG'), 1)
(('감지', 'NNG'), 1)
(('불과', 'NNG'), 1)
(('통일전선', 'NNG'), 1)
(('동조', 'NNG'), 1)
(('콘티', 'NNG'), 1)
(('삼', 'NNG'), 1)
(('옹이', 'NNG'), 1)
(('옴', 'NNM'), 1)
(('성영', 'NNG'), 1)
(('언변', 'NNG'), 1)
(('믿음', 'NNG'), 1)
(('연초록', 'NNG'), 1)
(('신록', 'NNG'), 1)
(('밴', 'NNG'), 1)
(('기술력', 'NNG'), 1)
(('광물', 'NNG'), 1)
(('사이언스', 'NNG'), 1)
(('확산', 'NNG'), 1)
(('넘', 'NNB'), 1)
(('전국적', 'NNG'), 1)
(('구', 'NR'), 1)
(('변장', 'NNG'), 1)
(('이곳저곳', 'NNG'), 1)
(('자전거', 'NNG'), 1)
(('맥', 'NNG'), 1)
(('치킨', 'NNG'), 1)
(('대치동', 'NNP'), 1)
(('나팔', 'NNG'), 1)
(('이', 'NNB'), 1)
(('애인', 'NNG'), 1)
(('추억', 'NNG'), 1)
(('꿈속', 'NNG'), 1)
(('직전', 'NNG'), 1)
(('핸드폰', 'NNG'), 1)
(('손가락', 'NNG'), 1)
(('눈앞', 'NNG'), 1)
(('석별', 'NNG'), 1)
(('뒤편', 'NNG'), 1)
(('서문', 'NNG'), 1)
(('평안', 'NNG'), 1)
(('태평', 'NNG'), 1)
(('성대', 'NNG'), 1)
(('대왕', 'NNG'), 1)
(('대학생', 'NNG'), 1)
(('5.4', 'NR'), 1)
(('의회', 'NNG'), 1)
(('고고도', 'NNG'), 1)
(('미사일', 'NNG'), 1)
(('체계', 'NNG'), 1)
(('출발점', 'NNG'), 1)
(('현혹', 'NNG'), 1)
(('잡배', 'NNG'), 1)
(('8,000', 'NR'), 1)
(('혼신', 'NNG'), 1)
(('비아냥', 'NNG'), 1)
(('정난', 'NNG'), 1)
(('2000.6', 'NR'), 1)
(('2007.10', 'NR'), 1)
(('진행자', 'NNG'), 1)
(('비방', 'NNG'), 1)
(('노우', 'NNG'), 1)
(('코리안', 'NNG'), 1)
(('증가', 'NNG'), 1)
(('꼬부랑', 'NNG'), 1)
(('글씨', 'NNG'), 1)
(('팔로', 'NNG'), 1)
(('개설', 'NNG'), 1)
(('광복절', 'NNG'), 1)
(('일체', 'NNG'), 1)
(('적대', 'NNG'), 1)
(('설정', 'NNG'), 1)
(('단계적', 'NNG'), 1)
(('어필', 'NNG'), 1)
(('희대', 'NNG'), 1)
(('살인마', 'NNG'), 1)
(('통제', 'NNG'), 1)
